ID,Title,Permalink
5579,"NSF Convergence Accelerator Expo 2022",https://learn.fabric-testbed.net/knowledge-base/nsf-convergence-accelerator-expo-2022/
5581,"FABRIC Tutorial Webinar: July 14, 2022",https://learn.fabric-testbed.net/knowledge-base/fabric-tutorial-webinar-july-14-2022/
5583,"NSF Presentation to CISE",https://learn.fabric-testbed.net/knowledge-base/nsf-presentation-to-cise/
5585,"SLICES Workshop: Scientific Instruments to support digital infrastructure science",https://learn.fabric-testbed.net/knowledge-base/slices-workshop-scientific-instruments-to-support-digital-infrastructure-science/
5587,"FABRIC Tutorial Webinar: June '22",https://learn.fabric-testbed.net/knowledge-base/fabric-tutorial-webinar-june-22/
5589,"MERIF Workshop 2022",https://learn.fabric-testbed.net/knowledge-base/merif-workshop-2022/
5591,"2022 SaTC PI Meeting",https://learn.fabric-testbed.net/knowledge-base/2022-satc-pi-meeting/
5593,"Test and Evaluation of Programmable Networks 2022",https://learn.fabric-testbed.net/knowledge-base/test-and-evaluation-of-programmable-networks-2022/
5596,"FABRIC Tutorial Webinar: May '22",https://learn.fabric-testbed.net/knowledge-base/fabric-tutorial-webinar-may-22/
5598,"The 9th International Workshop on Computer and Networking Experimental Research using Testbeds (CNERT 2022)",https://learn.fabric-testbed.net/knowledge-base/the-9th-international-workshop-on-computer-and-networking-experimental-research-using-testbeds-cnert-2022/
5600,"KNIT Spring '22 Webinar",https://learn.fabric-testbed.net/knowledge-base/knit-spring-22-webinar/
5602,"FABRIC Tutorial Webinar: April '22",https://learn.fabric-testbed.net/knowledge-base/fabric-tutorial-webinar-april-22/
5604,"NITRD Joint Engineering Team (JET) Meeting",https://learn.fabric-testbed.net/knowledge-base/nitrd-joint-engineering-team-jet-meeting/
5606,"Mini GRP Workshop at SCAsia 2022",https://learn.fabric-testbed.net/knowledge-base/mini-grp-workshop-at-scasia-2022/
5608,"KNIT Winter '21: A FABRIC Community Workshop",https://learn.fabric-testbed.net/knowledge-base/knit-winter-21-a-fabric-community-workshop/
5610,"INDIS'21: 8th Workshop on Innovating the Network for Data-Intensive Science",https://learn.fabric-testbed.net/knowledge-base/indis21-8th-workshop-on-innovating-the-network-for-data-intensive-science/
5612,"Supercomputing 2021",https://learn.fabric-testbed.net/knowledge-base/supercomputing-2021/
5614,"Workshop on Data for AI in Network Systems",https://learn.fabric-testbed.net/knowledge-base/workshop-on-data-for-ai-in-network-systems/
5616,"NSF Large Facilities Workshop – October 2021 Webinar",https://learn.fabric-testbed.net/knowledge-base/nsf-large-facilities-workshop-october-2021-webinar/
5618,"2021 IEEE 4th 5G World Forum",https://learn.fabric-testbed.net/knowledge-base/2021-ieee-4th-5g-world-forum/
5620,"2021 NSF Cybersecurity Summit",https://learn.fabric-testbed.net/knowledge-base/2021-nsf-cybersecurity-summit/
5622,"Net-Centric 2021",https://learn.fabric-testbed.net/knowledge-base/net-centric-2021/
5624,"2nd Global Research Platform Workshop 2021",https://learn.fabric-testbed.net/knowledge-base/2nd-global-research-platform-workshop-2021/
5626,"AI Village @ DEF CON 29",https://learn.fabric-testbed.net/knowledge-base/ai-village-def-con-29/
5628,"South Big Data Hub 2021 All-Hands Meeting",https://learn.fabric-testbed.net/knowledge-base/south-big-data-hub-2021-all-hands-meeting/
5630,"Workshop: Multi-Campus Cyber-Security Data Curation for Research and Education",https://learn.fabric-testbed.net/knowledge-base/workshop-multi-campus-cyber-security-data-curation-for-research-and-education/
5632,"PEARC21 Cybersecurity Careers Panel",https://learn.fabric-testbed.net/knowledge-base/pearc21-cybersecurity-careers-panel/
5634,"NGIatlantic.eu – NSF EU – US Networking workshop for Open call 4",https://learn.fabric-testbed.net/knowledge-base/ngiatlantic-eu-nsf-eu-us-networking-workshop-for-open-call-4/
5636,"NITRD Advanced Wireless Test Platform Team Meeting",https://learn.fabric-testbed.net/knowledge-base/nitrd-advanced-wireless-test-platform-team-meeting/
5640,"Internet2 Community Voices Series",https://learn.fabric-testbed.net/knowledge-base/internet2-community-voices-series/
5642,"LSN Interagency Workshop Meeting",https://learn.fabric-testbed.net/knowledge-base/lsn-interagency-workshop-meeting/
5644,"Internet2 Performance Working Group",https://learn.fabric-testbed.net/knowledge-base/internet2-performance-working-group/
5646,"NSF SATC Principal Investigator Meeting 2021",https://learn.fabric-testbed.net/knowledge-base/nsf-satc-principal-investigator-meeting-2021/
5648,"NGI ThinkNEXUS Workshop 2: Key NGI technologies in the EU-US context",https://learn.fabric-testbed.net/knowledge-base/ngi-thinknexus-workshop-2-key-ngi-technologies-in-the-eu-us-context/
5650,"FABRIC Experimenters Workshop",https://learn.fabric-testbed.net/knowledge-base/fabric-experimenters-workshop/
5652,"AI Journal Club",https://learn.fabric-testbed.net/knowledge-base/ai-journal-club/
5654,"OmniSOC Year 3 Virtual Event",https://learn.fabric-testbed.net/knowledge-base/omnisoc-year-3-virtual-event/
5656,"NGI ThinkNEXUS Workshop 1: Key NGI technologies in the EU-US context",https://learn.fabric-testbed.net/knowledge-base/ngi-thinknexus-workshop-1-key-ngi-technologies-in-the-eu-us-context/
5658,"ISQNet Seminar Series",https://learn.fabric-testbed.net/knowledge-base/isqnet-seminar-series/
5660,"Bace Cybersecurity Institute Webinar",https://learn.fabric-testbed.net/knowledge-base/bace-cybersecurity-institute-webinar/
5662,"NSF Workshop on Overcoming Measurement Barriers to Internet Research (WOMBIR 2021)",https://learn.fabric-testbed.net/knowledge-base/nsf-workshop-on-overcoming-measurement-barriers-to-internet-research-wombir-2021/
5665,"Workshop RNP 2020",https://learn.fabric-testbed.net/knowledge-base/workshop-rnp-2020/
5667,"ERN Architecture and Federation Virtual Workshop",https://learn.fabric-testbed.net/knowledge-base/ern-architecture-and-federation-virtual-workshop/
5669,"FABRIC Facility Partners Workshop",https://learn.fabric-testbed.net/knowledge-base/fabric-facility-partners-workshop/
5671,"Workshop on Programmable Networking",https://learn.fabric-testbed.net/knowledge-base/workshop-on-programmable-networking/
5673,"Supercomputing 2020 — SCinet Experimental Network (XNET) Session",https://learn.fabric-testbed.net/knowledge-base/supercomputing-2020-scinet-experimental-network-xnet-session/
5675,"Supercomputing 2020 — International Workshop on Innovating the Network for Data-Intensive Science (INDIS 2020)",https://learn.fabric-testbed.net/knowledge-base/supercomputing-2020-international-workshop-on-innovating-the-network-for-data-intensive-science-indis-2020/
5677,"Open Storage Network Seminar Series — National and International Trends in Research",https://learn.fabric-testbed.net/knowledge-base/open-storage-network-seminar-series-national-and-international-trends-in-research/
5679,"IRIS HEP Future Analysis Systems + Facilities Meeting",https://learn.fabric-testbed.net/knowledge-base/iris-hep-future-analysis-systems-facilities-meeting/
5681,"IPTComm 2020",https://learn.fabric-testbed.net/knowledge-base/iptcomm-2020/
5683,"FABRIC: More than Just a Pretty Testbed",https://learn.fabric-testbed.net/knowledge-base/fabric-more-than-just-a-pretty-testbed/
5685,"International Conference on Network of the Future",https://learn.fabric-testbed.net/knowledge-base/international-conference-on-network-of-the-future/
5687,"IEEE Chicago Anniversary Celebration",https://learn.fabric-testbed.net/knowledge-base/ieee-chicago-anniversary-celebration/
5689,"RedHat Research Day",https://learn.fabric-testbed.net/knowledge-base/redhat-research-day/
5691,"A Virtual Conference to Explore Modular, Open Hardware-Software Prototyping Platform for the mmWave and Sub-THz Wireless Research Community",https://learn.fabric-testbed.net/knowledge-base/a-virtual-conference-to-explore-modular-open-hardware-software-prototyping-platform-for-the-mmwave-and-sub-thz-wireless-research-community/
5693,"NSF Workshop on Midscale Infrastructure for Quantum Photonic Science, Engineering and Technology",https://learn.fabric-testbed.net/knowledge-base/nsf-workshop-on-midscale-infrastructure-for-quantum-photonic-science-engineering-and-technology/
5695,"USENIX Security Symposium 29",https://learn.fabric-testbed.net/knowledge-base/usenix-security-symposium-29/
5698,"DEF CON AI Village",https://learn.fabric-testbed.net/knowledge-base/def-con-ai-village/
5700,"FABRIC: Creating a Testbed of Testbeds at PEARC20",https://learn.fabric-testbed.net/knowledge-base/fabric-creating-a-testbed-of-testbeds-at-pearc20/
5702,"AI Hacker Journal Club",https://learn.fabric-testbed.net/knowledge-base/ai-hacker-journal-club/
5704,"The 6th International Workshop on Computer and Networking Experimental Research using Testbeds (CNERT 2020)",https://learn.fabric-testbed.net/knowledge-base/the-6th-international-workshop-on-computer-and-networking-experimental-research-using-testbeds-cnert-2020/
5706,"RIPE 80",https://learn.fabric-testbed.net/knowledge-base/ripe-80/
5708,"ARIN 45",https://learn.fabric-testbed.net/knowledge-base/arin-45/
5710,"FABRIC Virtual Community Workshop",https://learn.fabric-testbed.net/knowledge-base/fabric-virtual-community-workshop/
5712,"Huge Data Workshop",https://learn.fabric-testbed.net/knowledge-base/huge-data-workshop/
5714,"Mass Open Cloud 2020",https://learn.fabric-testbed.net/knowledge-base/mass-open-cloud-2020/
5716,"Trusted CI Webinar Series",https://learn.fabric-testbed.net/knowledge-base/trusted-ci-webinar-series/
5718,"Chicago Tonight - Iowa Caucus Mess Raises New Concerns About Election Security",https://learn.fabric-testbed.net/knowledge-base/chicago-tonight-iowa-caucus-mess-raises-new-concerns-about-election-security/
5720,"CI Engineering Brownbag Series",https://learn.fabric-testbed.net/knowledge-base/ci-engineering-brownbag-series/
5722,"MERIF Workshop 2020",https://learn.fabric-testbed.net/knowledge-base/merif-workshop-2020/
5724,"Internet2 2019 Technology Exchange (TechEX)",https://learn.fabric-testbed.net/knowledge-base/internet2-2019-technology-exchange-techex/
5726,SC19,https://learn.fabric-testbed.net/knowledge-base/sc19/
5728,"Next Generation Cloud Research Infrastructure",https://learn.fabric-testbed.net/knowledge-base/next-generation-cloud-research-infrastructure/
5730,"Global Experimentation for Future Internet (GEFI)",https://learn.fabric-testbed.net/knowledge-base/global-experimentation-for-future-internet-gefi/
5732,"What is FABRIC? Webinar",https://learn.fabric-testbed.net/knowledge-base/what-is-fabric-webinar/
5734,"NSF SATC Principal Investigator Meeting",https://learn.fabric-testbed.net/knowledge-base/nsf-satc-principal-investigator-meeting/
5736,"What is FABRIC?",https://learn.fabric-testbed.net/knowledge-base/what-is-fabric/
5738,IPTComm,https://learn.fabric-testbed.net/knowledge-base/iptcomm/
5740,"IIT Real-Time Communications Conference 2019",https://learn.fabric-testbed.net/knowledge-base/iit-real-time-communications-conference-2019/
5742,"Midscale Education and Research Infrastructure and Tools (MERIT) Community Event",https://learn.fabric-testbed.net/knowledge-base/midscale-education-and-research-infrastructure-and-tools-merit-community-event/
5744,"NSF Campus Cyberinfrastructure (CC*) and NSF Cybersecurity for Cyberinfrastructure Innovation (CICI) PI Workshop",https://learn.fabric-testbed.net/knowledge-base/nsf-campus-cyberinfrastructure-cc-and-nsf-cybersecurity-for-cyberinfrastructure-innovation-cici-pi-workshop/
5746,"IEEE Sarnoff Symposium 2019",https://learn.fabric-testbed.net/knowledge-base/ieee-sarnoff-symposium-2019/
5748,"The Global Research Platform Workshop",https://learn.fabric-testbed.net/knowledge-base/the-global-research-platform-workshop/
5756,"Building a Xilinx Licensed Toolchain",https://learn.fabric-testbed.net/knowledge-base/building-a-xilinx-licensed-toolchain/
5758,"Using ESnet P4 Workflow on FABRIC",https://learn.fabric-testbed.net/knowledge-base/using-esnet-p4-workflow-on-fabric/
5760,"Using NEU P4 Workflow on FABRIC",https://learn.fabric-testbed.net/knowledge-base/using-neu-p4-workflow-on-fabric/
5774,"FABRIC NVMe Drives",https://learn.fabric-testbed.net/knowledge-base/fabric-nvme-drives/
5826,"Passing Xilinx U280 FPGA into a KVM VM",https://learn.fabric-testbed.net/knowledge-base/passing-xilinx-u280-fpga-into-a-kvm-vm/
5913,"NSF FABRIC project announces groundbreaking high-speed network infrastructure expansion",https://learn.fabric-testbed.net/knowledge-base/nsf-fabric-project-announces-groundbreaking-high-speed-network-infrastructure-expansion/
5962,"Using FABRIC persistent storage",https://learn.fabric-testbed.net/knowledge-base/using-fabric-persistent-storage/
5985,"September '23 Newsletter",https://learn.fabric-testbed.net/knowledge-base/september-23-newsletter/
6006,"Asking for help on FABRIC forums",https://learn.fabric-testbed.net/knowledge-base/asking-for-help-on-fabric-forums/
6086,"November '23 Newsletter",https://learn.fabric-testbed.net/knowledge-base/november-23-newsletter/
6098,"Supercomputing 2023",https://learn.fabric-testbed.net/knowledge-base/supercomputing-2023/
6100,"2023 Research Infrastructure Workshop",https://learn.fabric-testbed.net/knowledge-base/2023-research-infrastructure-workshop/
6102,"WTESTBEDS 2023",https://learn.fabric-testbed.net/knowledge-base/wtestbeds-2023/
